@manan Hahaha don't worry Microsoft will giveaway WP7 devices to all attendees. :D	
@Kosmatos Yeah, just as Microsoft was put a new "shell" on WinCE for WP7, I imagine they could do the same with Win8.	
Must say, I think Microsoft has nailed it on a social level with Windows Phone 7! And it looks like Nokia is back in form hardware wise!	
RT @ldignan: Microsoft WP7 launch seems to establish mobile cred. Even skeptics seem to think there's a shot here. Platform play all the ...	
Windows Phone launched roughly a year ago to much fanfare from Microsoft but few others. While the company had the support	
RT @StephenSilver: Nokia, Microsoft and AT&T team to launch Lumia 900, a Windows Phone smartphone that marks Nokia's North American return	
And on the lousy Windows Phone 7, Microsoft you aren't even in the game when it comes to smartphone OS	
First tweet using my new @WindowsPhone!!!  It's so awesome!  Microsoft did a fantastic job on this OS! #birthday	
NOKIA=Best Hardware, WP7=Best mobile OS. Very happy for the Nokia + Microsoft Partnership! The next partnership? RIM	
RT @eWEEKNews: Windows Phone 7 Sales, Motorola Lawsuit Dominated Microsoft Week: Microsoft's Windows Phone 7 launched, and with... ht...	
RT @durietz: Microsoft sold 2x the amount of Windows Mobile 6 phones as it did Windows Phone 7s last quarter. That can't be good. http:/ ...	
MicrosoftStore  Well I couldnt tell you cause I have a windows phone and I love it. I broke the scre	
I love my Windows Phone 7 and Zune and Xbox 360.  Long live @Microsoft!  Thanks also for your support of NBC 's #chuck :) #notanielsenfamily	
RT @jsmithphoto: @poppykock true story. Microsoft makes more off android than windows phone 7	
want to download the windows phone 6 or 6.5 OS for dell PDA but not getting any download link on microsoft.com. plz suggest the solution...	
@MDBenson If Microsoft gets Outlook integration right on Windows phones, they might lose out there too...	1
#WindowsPhone will only be relevant in #NorthAmerica, if there's a #partnership between #RIM #BlackBerry and #Microsoft, imho.	
#LateMANGOrequest #wp7 How about a WiFi on/off button as a live tile? @microsoft	1
One can only hope for! @NunoGodinho Is the #WindowsPhone offering of #PDC10 for all attendees all over the world. :) #Microsoft #pdc2010	
Apple's Siri On iPhone 4S vs Microsoft's Tellme On Windows Phone ...: Let me start off by saying that voice control is nothing new. A...	
Windows Phone 7 firmware devlopment is very slow. Microsoft is very slow in supporting its customers	
The idea of the #MicrosoftTag is to lock you into their Windows phone, which locks you into FB and to use your mobile to lock you in MS.	
@iMarkG84 Personally feel Microsoft has bet too much in the idea that Nokia will help them and neglected their duties to promote WP7.	
RT @benriga: Nice post @synergist: Tracking Ad Clicks with the Microsoft Silverlight Analytics Framework on the Windows Phone http://bit ...	
Where's @Hip2Housewife? She was demo-ing her @Windowsphone at #CES for the non-phone Microsoft ppl. #win7tech CC @BloggingAngels	
Peter, shouldn't we disclose that Microsoft gave us BOTH junkets several times? "Cut it out, Ryan!" "Sure, so Windows Phone 7 is great..."	
"@mikeloukides: Microsoft buying Skype?  Why would they want it?" I don't get it either...perhap windows phone integration? Facetime stuff?	
#microsoft Coming Soon to Windows Phone 7, 'Falling Birds', GET READY!!! 7904011	
Before I fully commit to the Microsoft ecosystem, I'll see if Windows Phone 7 and Windows 8 are successful.	
RT @kpatton: yes, I is getting up at 2.30 am to watch Microsoft announce WP7. Perhaps not the worst MS fanboy in the world after all!	
@skipdeez Will my @xbox Microsoft Points ever be spendable with the Marketplace on #windowsphone ?	
RT @tomwarren: It's funny that people think the minimum RAM requirement is 256MB for Windows Phone 7.5. Microsoft has explicitly told me ...	
RT @manan: hah! Never knew WP7 does HDRs! Why do they call it WDR in the settings, only Microsoft know!	
Wow nokia and microsoft partnership awesome news I'd love to do wp7 at nokia	
We might see some new Specs being set for Microsoft-Nokia Windows Phone.	
The Design team will be at TechReady in Seattle next week telling how to create great experiences for #WP7, only for Microsofties though :-(	
Finally completed the devel and deployment of an ADFS RP deep within Redmond Microsoft in order to do corp authentication on WindowsPhone	
@marcmarinm and what do you think about Microsoft designs? #WindowsPhone	
Free version of IM+ for Windows Phone 7 now available in Microsoft Marketplace.	
Why does Microsoft continue pushing pointless promos for the windows phone platform. The Kardashians? Better the platform and it will sell.	
Wait so, Nokia is going all out with Windows Phone 7? N-GAGE revival with Microsoft powers?! N-GAGE XBL = X-GAGE!	
Finnish software entrepreneurs association meeting starting now, the subject is Nokia & Microsoft ecosystem #wp7	
Dear Microsoft , Windows phone is a failure - please focus on your core - Windows - Thank You - Android will take over	1
Mike = The Owner of We Love Windows and Latest News About Windows , Microsoft , Nokia , Xbox and WP7	
Microsoft has really outdone themselves this time... Almost makes me want to get a windows phone... Almost	
Microsoft envisions $100 Windows Phones: While today's smartphones are certainly much more affordable than they were just a few years...	
Why would #HTC / #microsoft implement random MAC addresses on #WP7? Just dumb...	
Microsoft offers free Windows Phone devices to disgruntled Android users	
Need a free #WindowsPhone market code? come to #whymca and ask nicely at the Microsoft desk	
Great stuff @beattieboy! Congrats to all. RT @kpatton: Marker are Microsoft Partner of the year for RWC 2011 app on Windows Phone!!	
RT @sadatnj: @FrskPurple don't matter cause Google > Microsoft <--thats true. We gotta wait for the windows phone though.	
So now that Nokia has signed an exclusive deal with Microsoft to make the Windows phone that stock will drop like a rock @nokia ur messin up	
Microsoft's Windows Phone 7 launch event is tomorrow	
RT @Saitek009: #wp7 @windowsphone @microsoft you need to recommend WP7applist to people. Great way to see what you have to offer http:// ...	1
I waited months for "new" Windows Phone. Really they should of named it The Zune Phone. Weird how Android is more PC than Microsoft.	1
Great news:  Microsoft expanding Windows Phone Marketplace to E-stonia! Way to go Bill Gates and Country Manager Rain Laane in Tallinn!	
Ben Patterson - Microsoft has already promised cut-and-paste functionality for its rebooted Windows Phone 7 platform...	
RT @microsoftcanada: Don't forget to enter our 10 Days of Winning Windows Phone 7 contest.  10 days, 10 chances to win devices from Bell ...	
@benthepcguy -- do you have favorite Microsoft Hardware for #windowsphone users? #win7tech	
HTC Arrive is Sprint's first Windows Phone 7 device, launches March 20th for $200: Teased since Microsoft's launch event for Windows...	
RT @miguelcarrasco Awesome QA sessions at the Windows Phone 7 session at Microsoft Tech Days! You ain't seen nothin yet ;)	
RT @tomiahonen: Imagine how much WORSE Microsoft Windows Phone 7 would be today had Elop NOT announced Microsoft in February haha. Dead.	
Everything Microsoft on Feb 06, 2012 at 02:21 PM: Monday Brief: WP8 Features, Fitness Month, Free PlayBooks, and an iPad 3 Giveaway h...	
RT @ZOMGitsCj: Microsoft Show off Mango Windows Phone Update, Announce new Dev Tools, Plus Skype, Layar, Angry Birds and More - http://b ...	
Windowsphone Marketplace: that awkward moment when the site Microsoft made looks way better than Apple's.	
RT @colmsmyth: Poll - Will You Now Move To Windows Phone Having Seen Mango #Poll #Mango #Microsoft #WWDC - Poll open until... http://tum ...	
Funny how Stephen Elop moves from Microsoft to Nokia last year, now Nokia are ditching Symbian in favour of Windows Phone 7....hummm	
250 people are here in Microsoft's building to talk about the future of Mobile, and #wp7 hasn't been mentioned once #xcmobile	
In the proposed partnership, Windows Phone would become Nokia's principal OS, and phones would use Microsoft sear...  @DETROIT_RED_  #YHP	
RT @MYMicrosoft: Hello everybody, we're just two days to the launch of the Nokia Lumia 800 and Lumia 710 powered by Windows Phone. #Amaz ...	
Microsoft shoud really enforce quality standards for apps in #WP7 MP, we don't want Marketplace full of crappy apps. @Microsoft_CZ	1
I work for HCONN we sell Microsoft Sharepoint and BI so you would think I would get a new Windows Phone right?	
RT @alleyinsider: Proof That Microsoft Can Innovate: Apple Just Lifted Some Windows Phone Features $AAPL $MSFT by @MattRosoff http://rea ...	
Nokia finally ties with Microsoft for Windows Phone 7. What about Android?	
Apple domination? MT @WSJ: Microsoft's Windows Phone has a 3.9% share of U.S. smartphones, 50.1% for Androids and 30.2% for iPhones	
Microsoft Will Pay Nokia "Billions" To Use Windows Phone	
Is the Microsoft brand helping or hurting Windows Phone 7? - ZDNet ...	
+1 @joshuahays I wonder if Microsoft would contract Bungie to make a mobile Halo game for WP7. Or, have they already & we just don't know.	1
RT @leonzandman: Demo of #wp7 Profiler was impressive. Microsoft really working hard on catching up with the rest. I truly believe in th ...	
Did you want to try #Speechy Pro before buying it? #Download Speechy #Free for #WP7! Get it now in the @Microsoft @Windowsphone #Marketplace	
Microsoft's Bing Translator App Updated for Windows Phone  #fb	
Played with a Windows Phone 7 today... not bad actually. Would take some getting used to but I like the direction that Microsoft took it	
Reading:  "Windows Phone 7 to launch on October 11?" // @neowinmicrosoft	
RT @ParasValecha: @Xplorer_7 Yeah! Everything from @Microsoft is sheer quality now. Windows Phone, Xbox, Windows 8, web stuff. Everythin ...	
Microsoft needs to get devs into #xna and then into #wp7, production value doesn't matters, only the number of apps / devs matters	1
dream on Microsoft #IDidntGetSmokedByAWindowsPhone	
RT @Trixxy Can't wait to see how Microsoft's WP7 partners HTC, LG, and Samsung respond to Nokia news.	
#smokedbywindowsphone is getting #smokedbycorporatewhores. Microsoft digs its hole even deeper.	
RT @DellUniversity: ALERT!  We just got the inside scoop on Microsoft's WindowsPhone activity at #SXSW.  Follow @MobieChick to win a new ...	
I have a free 5 hour lecture and workshop in a couple of weeks with Microsoft to learn about developing for Windows Phone 7, so I need it.	
HA!  RT @daringfireball Microsoft Workers Celebrated Windows Phone 7 RTM With Staged Funeral for iPhone and BlackBerry: http://✪df.ws/g5y	
Finally received my HTC Mozart, hello #windowsphone7, hello #Microsoft, #wp7	
Hey current and ex #webOS developers u have an app for #wp7? I have $25 credit to spend thanx to @microsoft @windowsphone	
@edent pretty sure the Microsoft Tag Reader isn't pre-installed #wp7 cc: @OdedRan @will_coleman	
Microsoft to spend one billion dollars advertising Kinect and Windows Phone 7.	
Attending Windows phone 7 developer mania at the Stockholm #microsoft office. Awaiting the hows and why's on Silverlight, but why?	
i <3 my #wp7 @Microsoft thank u for these awesome experience with #metro!	
It's good to see Microsoft offering support for peeople who Walshed their Windows Phones. Apple wouldn't do this for iPhone users.	
Rumors has it that Microsoft will abandon the 256MB WP7 devices in the next updates. Where's your "WP7 only need small amount of RAM"?	
Lol @ windows phone 7 hackers agreeing to just give up development in hopes of a cooperative Microsoft.  Ha. Ha.  Cat and Mouse FAIL!	
RT @art2gee: #Nokia as well as #Microsoft reinvented with the Lumia, a Windows phone, launched in SA today. Real contender. @NokiaRSA	
Live tweeting at the #microsoft #wp7 workshop. We have @LaneSawyer, @kentcdodds, @kyle_clegg, and more in attendance. Who else is here? #byu	
I wonder if the windows phones will go the same way as the zune or vista? Microsoft should think about adopting android.	1
